Rank,Title,basename,Genre,ESRB_Rating,Platform,PublisherName,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,img_url
550,Mass Effect 3,mass-effect-3,Role-Playing,M,X360,Electronic Arts,BioWare,,,,3.04,1.94,0.84,0.03,0.24,2012,https://www.vgchartz.com/games/boxart/full_4734836AmericaFrontccc.jpg
551,New Super Luigi U,new-super-luigi-u,Action,E,WiiU,Nintendo,Nintendo,7.8,,3.04,,,,,,2013,https://www.vgchartz.com/games/boxart/full_7899849AmericaFrontccc.png
552,Rhythm Heaven,rhythm-heaven,Music,E,DS,Nintendo,Nintendo SPD Group No.1,8.5,,3.04,,,,,,2009,https://www.vgchartz.com/games/boxart/full_7718699AmericaFrontccc.jpg
553,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,Action,M,PS4,Konami Digital Entertainment,Kojima Productions,,,,3.04,0.97,1.15,0.5,0.42,2015,https://www.vgchartz.com/games/boxart/full_3992261AmericaFrontccc.png
554,Rayman,rayman,Platform,E,PS,Ubisoft,Ubisoft Montpellier,7,,,3.03,1.54,1.33,,0.16,1995,https://www.vgchartz.com/games/boxart/full_6149600AmericaFrontccc.jpg
555,Tom Clancy's Splinter Cell,tom-clancys-splinter-cell,Action,T,XB,Ubisoft,Ubisoft,9.3,9.1,,3.02,1.85,1.04,,0.13,2002,https://www.vgchartz.com/games/boxart/6684060ccc.jpg
556,Mike Tyson's Punch-Out!!,mike-tysons-punch-out,Fighting,,NES,Nintendo,Nintendo IRD,,,3.02,,,,,,1987,https://www.vgchartz.com/games/boxart/9646871ccc.jpg
557,Professor Layton and the Unwound Future,professor-layton-and-the-unwound-future,Adventure,E10,DS,Nintendo,Level 5,8.4,,3.02,,,,,,2010,https://www.vgchartz.com/games/boxart/full_professor-layton-and-the-unwound-future_8AmericaFront.jpg
558,WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,Sports,,PS2,THQ,Yuke's Future Media Creators,,,,3.02,1.45,1.13,0.07,0.38,2002,https://www.vgchartz.com/games/boxart/5197087ccc.jpg
559,Disney Epic Mickey,disney-epic-mickey,Platform,E,Wii,Disney Interactive Studios,Junction Point Studios,7,,,3.02,2.04,0.63,0.12,0.23,2010,https://www.vgchartz.com/games/boxart/full_disney-epic-mickey_944AmericaFront.jpg
560,Killzone 2,killzone-2,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,9.1,9.3,,3.02,1.4,1.07,0.08,0.46,2009,https://www.vgchartz.com/games/boxart/full_4881804AmericaFrontccc.jpg
561,Crysis,crysis,Shooter,M,PC,Electronic Arts,Crytek,9.2,8.5,3,,,,,,2007,https://www.vgchartz.com/games/boxart/full_525359AmericaFrontccc.jpg
562,Fable,fable,Role-Playing,M,XB,Microsoft Game Studios,Big Blue Box,8.6,,3,,,,,,2004,https://www.vgchartz.com/games/boxart/full_8401813AmericaFrontccc.jpg
563,Gears of War 3,gears-of-war-3,Shooter,M,X360,Microsoft Studios,Epic Games,9.1,,3,,,,,,2011,https://www.vgchartz.com/games/boxart/full_gears-of-war-3_40AmericaFront.jpg
564,Kinect Sports,kinect-sports,Sports,E10,X360,Microsoft Game Studios,Rare Ltd.,7.4,,3,,,,,,2010,https://www.vgchartz.com/games/boxart/full_kinect-sports_752AmericaFront.jpg
565,Sonic and the Secret Rings,sonic-and-the-secret-rings,Platform,E,Wii,Sega,Sonic Team,6.7,,3,,,,,,2007,https://www.vgchartz.com/games/boxart/full_2403085AmericaFrontccc.jpg
566,Sonic Rush,sonic-rush,Platform,E,DS,Sega,Dimps Corporation,7.8,,3,,,,,,2005,https://www.vgchartz.com/games/boxart/full_2730464AmericaFrontccc.jpg
567,The Legend of Zelda: Majora's Mask 3D,the-legend-of-zelda-majoras-mask-3d,Action-Adventure,E10,3DS,Nintendo,GREZZO,9,,3,,,,,,2015,https://www.vgchartz.com/games/boxart/full_8193629AmericaFrontccc.jpg
568,Warcraft II: Tides of Darkness,warcraft-ii-tides-of-darkness,Strategy,T,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,,3,,,,,,1996,https://www.vgchartz.com/games/boxart/full_warcraft-ii-tides-of-darkness_441AmericaFront.jpg
569,WWE SmackDown! vs. Raw 2006,wwe-smackdown-vs-raw-2006,Fighting,T,PS2,THQ,Yuke's,8.4,,,3,1.57,1.02,,0.41,2005,https://www.vgchartz.com/games/boxart/full_2292639AmericaFrontccc.jpg
570,Kirby Super Star Ultra,kirby-super-star-ultra,Platform,E,DS,Nintendo,HAL Laboratory,7.3,,2.99,,,,,,2008,https://www.vgchartz.com/games/boxart/full_1193334AmericaFrontccc.jpg
571,Star Fox,star-fox,Shooter,,SNES,Nintendo,Argonaut Games,,,2.99,,,,,,1993,https://www.vgchartz.com/games/boxart/6283330ccc.jpg
572,The Sims: Livin Large,the-sims-livin-large,Misc,T,PC,Electronic Arts,Maxis,,,,2.99,1.67,1.18,,0.13,2000,https://www.vgchartz.com/games/boxart/1910605ccc.jpg
573,inFAMOUS,infamous,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.7,9.1,,2.99,1.76,0.68,0.12,0.42,2009,https://www.vgchartz.com/games/boxart/full_7935372AmericaFrontccc.jpg
574,World Soccer Winning Eleven 6 International,world-soccer-winning-eleven-6-international,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,,,,2.99,0.12,1.26,1.16,0.45,2003,https://www.vgchartz.com/games/boxart/full_3023680AmericaFrontccc.jpg
575,Far Cry 3,far-cry-3,Shooter,M,X360,Ubisoft,Ubisoft Montreal,,,,2.98,1.38,1.33,0.02,0.25,2012,https://www.vgchartz.com/games/boxart/full_2248766AmericaFrontccc.jpg
576,Mario vs. Donkey Kong: Mini-Land Mayhem!,mario-vs-donkey-kong-mini-land-mayhem,Puzzle,E,DS,Nintendo,Nintendo Software Technology Corporation,7.8,,2.98,,,,,,2010,https://www.vgchartz.com/games/boxart/full_mario-vs-donkey-kong-mini-land-mayhem_1AmericaFront.jpg
577,Style Savvy,style-savvy,Simulation,E,DS,Nintendo,syn Sophia,7.6,,2.98,,,,,,2009,https://www.vgchartz.com/games/boxart/full_1828530AmericaFrontccc.jpg
578,Super Meat Boy,super-meat-boy,Platform,T,PC,Unknown,Team Meat,9.2,,2.97,,,,,,2010,https://www.vgchartz.com/games/boxart/full_4526978PALFrontccc.jpg
579,Star Wars: The Old Republic,star-wars-the-old-republic,Role-Playing,T,PC,Electronic Arts,BioWare / LucasArts,8.4,,,2.97,1.59,1.01,,0.37,2011,https://www.vgchartz.com/games/boxart/full_star-wars-the-old-republic_150AmericaFront.jpg
580,The Legend of Zelda: Spirit Tracks,the-legend-of-zelda-spirit-tracks,Adventure,E10,DS,Nintendo,Nintendo EAD,8.7,,2.96,,,,,,2009,https://www.vgchartz.com/games/boxart/full_7159330AmericaFrontccc.jpg
581,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,PS3,Electronic Arts,EA Digital Illusions CE,8.9,8.8,,2.96,1.33,1.11,0.08,0.44,2010,https://www.vgchartz.com/games/boxart/full_5309726AmericaFrontccc.jpg
582,Hitman 2: Silent Assassin,hitman-2-silent-assassin,Action,M,PS2,Eidos Interactive,IO Interactive,,,,2.96,1.36,1.15,0.04,0.41,2002,https://www.vgchartz.com/games/boxart/full_1462943AmericaFrontccc.jpg
583,Yokai Watch 2: Psychic Specters,yokai-watch-2-psychic-specters,Role-Playing,E10,3DS,Nintendo,Level 5,,,,2.95,0.12,0.12,2.69,0.02,2017,https://www.vgchartz.com/games/boxart/full_2003259AmericaFrontccc.jpg
584,Street Fighter IV,street-fighter-iv,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,9.3,9.3,,2.95,1.83,0.7,0.15,0.26,2009,https://www.vgchartz.com/games/boxart/full_2620419AmericaFrontccc.jpg
585,SOCOM II: U.S. Navy SEALs,socom-ii-us-navy-seals,Shooter,M,PS2,Sony Computer Entertainment,Zipper Interactive,,,,2.94,2.22,0.51,0.06,0.15,2003,https://www.vgchartz.com/games/boxart/7681340ccc.jpg
586,WWE SmackDown! vs. RAW 2006,wwe-smackdown-vs-raw-2006,Fighting,T,PS2,THQ,Yuke's,,,,2.94,1.45,1.11,0.04,0.33,2005,https://www.vgchartz.com/games/boxart/full_3567332AmericaFrontccc.jpg
587,Wave Race 64,wave-race-64,Racing,E,N64,Nintendo,Nintendo EAD,9.2,,2.94,,,,,,1996,https://www.vgchartz.com/games/boxart/1820005ccc.jpg
588,Pac-Man Collection,pac-man-collection,Puzzle,E,GBA,Namco,Mass Media,,,,2.94,2.07,0.77,0.05,0.05,2001,https://www.vgchartz.com/games/boxart/7960712ccc.jpg
589,Pokemon Ranger,pokemon-ranger,Role-Playing,E,DS,Nintendo,HAL Laboratory,6.6,,2.93,,,,,,2006,https://www.vgchartz.com/games/boxart/full_2892565AmericaFrontccc.jpg
590,Super Mario Maker,super-mario-maker,Platform,E,3DS,Nintendo,Nintendo,7.3,,2.93,,,,,,2016,https://www.vgchartz.com/games/boxart/full_6084466AmericaFrontccc.jpg
591,Madden NFL 13,madden-nfl-13,Sports,E,X360,EA Sports,EA Tiburon,8,,,2.93,2.53,0.16,,0.24,2012,https://www.vgchartz.com/games/boxart/full_335391AmericaFrontccc.jpg
592,Doom (2016),doom-2016,Shooter,,PS4,Bethesda Softworks,id Software,,,,2.92,0.93,1.48,0.04,0.46,2016,https://www.vgchartz.com/games/boxart/full_9328258AmericaFrontccc.jpg
593,Mass Effect,mass-effect,Role-Playing,M,X360,Microsoft Game Studios,BioWare Edmonton,9.2,9.1,,2.91,1.83,0.79,0.03,0.27,2007,https://www.vgchartz.com/games/boxart/full_9634420AmericaFrontccc.jpg
594,FIFA 15,fifa-15,Sports,E,X360,EA Sports,EA Canada,6.9,,,2.91,0.8,1.9,,0.21,2014,https://www.vgchartz.com/games/boxart/full_7298854PALFrontccc.jpg
595,Dragon Ball Z: Budokai 2,dragon-ball-z-budokai-2,Fighting,T,PS2,Atari,Dimps Corporation,,,2.9,,,,,,2003,https://www.vgchartz.com/games/boxart/7904995ccc.jpg
596,Final Fantasy III,final-fantasy-iii,Role-Playing,,SNES,Square,SquareSoft,9.1,,2.9,,,,,,1994,https://www.vgchartz.com/games/boxart/2233652ccc.jpg
597,Mortal Kombat (2011),mortal-kombat-2011,Fighting,M,PS3,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,,,2.9,1.98,0.54,,0.38,2011,https://www.vgchartz.com/games/boxart/full_7251211AmericaFrontccc.jpg
598,World Soccer Winning Eleven 7 International,world-soccer-winning-eleven-7-international,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,9.2,,,2.9,0.08,1.24,1.13,0.45,2004,https://www.vgchartz.com/games/boxart/1724837ccc.jpg
599,Sega Superstars Tennis,sega-superstars-tennis,Sports,E10,X360,Sega,Sumo Digital,6.9,,,2.89,1.75,0.86,,0.28,2008,https://www.vgchartz.com/games/boxart/full_9888617AmericaFrontccc.jpg
600,Cooking Mama: Cook Off,cooking-mama-cook-off,Simulation,E,Wii,Majesco,Office Create,5.9,,,2.89,1.41,1.12,0.05,0.3,2007,https://www.vgchartz.com/games/boxart/full_6209536AmericaFrontccc.jpg
601,Hot Shots Golf 3,hot-shots-golf-3,Sports,E,PS2,Sony Computer Entertainment,Clap Hanz,,,,2.89,0.99,0.32,1.38,0.2,2002,https://www.vgchartz.com/games/boxart/2927744ccc.jpg
602,Call of Duty: Finest Hour,call-of-duty-finest-hour,Shooter,T,PS2,Activision,Spark Unlimited,,,,2.89,1.51,1.12,0.01,0.24,2004,https://www.vgchartz.com/games/boxart/full_5273956AmericaFrontccc.jpg
603,Syphon Filter,syphon-filter,Shooter,T,PS,989 Studios,Eidetic,9.2,,,2.88,2.03,0.72,0.02,0.11,1999,https://www.vgchartz.com/games/boxart/3520106ccc.jpg
604,Imagine: Babyz,imagine-babyz,Simulation,,DS,Ubisoft,Visual Impact,3.5,,,2.87,1.3,1.26,,0.31,2007,https://www.vgchartz.com/games/boxart/full_4875283AmericaFrontccc.jpg
605,Mafia III,mafia-iii,Action-Adventure,M,PS4,2K Games,Hangar 13,6.9,,,2.87,0.72,1.67,0.04,0.44,2016,https://www.vgchartz.com/games/boxart/full_9483980AmericaFrontccc.jpg
606,Subnautica,subnautica,Adventure,E10,PC,Unknown Worlds Entertainment,Unknown Worlds Entertainment,,,2.87,,,,,,2018,https://www.vgchartz.com/games/boxart/full_8354552AmericaFrontccc.jpg
607,Colin McRae Rally,colin-mcrae-rally,Racing,E,PS,Sony Computer Entertainment,Codemasters,7.9,,,2.87,0.09,2.43,0.12,0.22,2000,https://www.vgchartz.com/games/boxart/1095737ccc.jpg
608,1-2-Switch,1-2-switch,Party,E10,NS,Nintendo,Nintendo EPD,5.7,,2.86,,,,,,2017,https://www.vgchartz.com/games/boxart/full_3991269AmericaFrontccc.jpg
609,Wii Music,wii-music,Music,E,Wii,Nintendo,Nintendo EAD,5.6,,2.86,,,,,,2008,https://www.vgchartz.com/games/boxart/full_5220393AmericaFrontccc.jpg
610,Yokai Watch,yokai-watch,Role-Playing,E10,3DS,Nintendo,Level 5,7.7,,2.86,,,,,,2015,https://www.vgchartz.com/games/boxart/full_3660425AmericaFrontccc.png
611,The Elder Scrolls III: Morrowind,the-elder-scrolls-iii-morrowind,Role-Playing,T,XB,Bethesda Softworks,Bethesda Softworks,8.2,,,2.86,2.09,0.63,0.03,0.11,2002,https://www.vgchartz.com/games/boxart/full_8846589AmericaFrontccc.jpg
612,Prison Architect,prison-architect,Simulation,M,PC,Introversion Software,Introversion Software,,,2.86,,,,,,2015,https://www.vgchartz.com/games/boxart/full_435104PALFrontccc.jpg
613,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,PS3,Ubisoft,Ubisoft Montreal,9.1,,,2.85,1.87,0.57,0.11,0.3,2010,https://www.vgchartz.com/games/boxart/full_assassins-creed-brotherhood_2AmericaFront.jpg
614,Fire Emblem Fates,fire-emblem-fates,Role-Playing,T,3DS,Nintendo,Intelligent Systems,,,2.85,,,,,,2016,https://www.vgchartz.com/games/boxart/full_7812017JapanFrontccc.jpg
615,Command & Conquer: Red Alert,command-amp-conquer-red-alert,Strategy,T,PC,Virgin Interactive,Westwood Studios,9.3,,,2.85,1.37,1.34,,0.14,1996,https://www.vgchartz.com/games/boxart/full_4113243AmericaFrontccc.jpg
616,F-Zero,f-zero,Racing,E,SNES,Nintendo,Nintendo EAD,,,2.85,,,,,,1991,https://www.vgchartz.com/games/boxart/8573755ccc.jpg
617,Yoshi's Story,yoshis-story,Platform,E,N64,Nintendo,Nintendo EAD,,,2.85,,,,,,1998,https://www.vgchartz.com/games/boxart/full_9030369AmericaFrontccc.jpg
618,The Walking Dead: A Telltale Games Series,the-walking-dead-a-telltale-games-series,Adventure,M,PC,Telltale Games,Telltale Games,,,2.85,,,,,,2012,https://www.vgchartz.com/games/boxart/full_7263452AmericaFrontccc.jpg
619,Metroid Prime,metroid-prime,Shooter,T,GC,Nintendo,Retro Studios,9.6,9.5,2.84,,,,,,2002,https://www.vgchartz.com/games/boxart/full_7993633AmericaFrontccc.jpg
620,Zumba Fitness 2,zumba-fitness-2,Sports,E,Wii,Majesco,"Pipeworks Software, Inc.",,,,2.83,1.52,1.05,,0.26,2011,https://www.vgchartz.com/games/boxart/full_zumba-fitness-2_374AmericaFront.jpg
621,Madden NFL 10,madden-nfl-10,Sports,E,X360,EA Sports,EA Tiburon,8.6,,,2.83,2.52,0.09,,0.22,2009,https://www.vgchartz.com/games/boxart/full_321257AmericaFrontccc.jpg
622,BioShock,bioshock,Shooter,M,X360,2K Games,2K Australia / 2K Boston,9.6,9.5,,2.83,1.65,0.85,0.05,0.28,2007,https://www.vgchartz.com/games/boxart/full_9365862AmericaFrontccc.jpg
623,Yoshi's Island: Super Mario Advance 3,yoshis-island-super-mario-advance-3,Platform,E,GBA,Nintendo,Nintendo EAD,,,2.83,,,,,,2002,https://www.vgchartz.com/games/boxart/1372617ccc.jpg
624,WWE SmackDown! vs. Raw,wwe-smackdown-vs-raw,Fighting,T,PS2,THQ,Yuke's,,,,2.83,1.32,1.08,0.04,0.39,2004,https://www.vgchartz.com/games/boxart/full_8442419AmericaFrontccc.jpg
625,Finding Nemo,finding-nemo,Platform,E,GBA,THQ,Vicarious Visions,7,,,2.82,1.59,1.05,0.04,0.14,2003,https://www.vgchartz.com/games/boxart/1775518ccc.jpg
626,Medal of Honor,medal-of-honor,Shooter,M,PS3,Electronic Arts,EA Los Angeles,7,,,2.82,1.28,1.04,0.07,0.43,2010,https://www.vgchartz.com/games/boxart/full_medal-of-honor_7AmericaFront.jpg
627,Diablo III: Ultimate Evil Edition,diablo-iii-ultimate-evil-edition,Role-Playing,M,PS4,Blizzard Entertainment,Blizzard Entertainment,,,,2.82,0.83,1.48,0.08,0.44,2014,https://www.vgchartz.com/games/boxart/full_3702821AmericaFrontccc.jpg
628,The Legend of Zelda: A Link to the Past,the-legend-of-zelda-a-link-to-the-past,Adventure,E,GBA,Nintendo,"Flagship Co., Ltd. / Nintendo EAD",9.6,,2.82,,,,,,2002,https://www.vgchartz.com/games/boxart/1424182ccc.jpg
629,Gran Turismo (PSP),gran-turismo-psp,Racing,E,PSN,Sony Computer Entertainment,Polyphony Digital,7.8,,,2.82,0.43,0.91,0.31,1.16,2009,https://www.vgchartz.com/games/boxart/full_6200859AmericaFrontccc.png
630,Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,Racing,E10,PS3,Electronic Arts,Criterion Games,8.9,,,2.81,1.05,1.24,0.03,0.49,2010,https://www.vgchartz.com/games/boxart/full_need-for-speed-hot-pursuit_607AmericaFront.jpg
631,Imagine: Fashion Designer,imagine-fashion-designer,Simulation,E,DS,Ubisoft,Virtual Toys / Lexis Numerique,3,,,2.81,1.32,1.19,,0.3,2007,https://www.vgchartz.com/games/boxart/full_5827490AmericaFrontccc.jpg
632,Killzone 3,killzone-3,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,8.2,,,2.81,1.46,0.87,0.09,0.38,2011,https://www.vgchartz.com/games/boxart/full_killzone-3_569AmericaFront.jpg
633,WWE SmackDown! Here Comes the Pain,wwe-smackdown-here-comes-the-pain,Fighting,T,PS2,THQ,Yuke's,,,,2.8,1.32,1.06,0.04,0.38,2003,https://www.vgchartz.com/games/boxart/6452812ccc.jpg
634,Dragon Quest V: Tenkuu no Hanayome,dragon-quest-v-tenkuu-no-hanayome,Role-Playing,,SNES,Enix,ChunSoft,,,2.8,,,,,,1992,https://www.vgchartz.com/games/boxart/full_5948649JapanFrontccc.jpg
635,Tekken 5,tekken-5,Fighting,T,PS2,Namco,Namco,9,,2.8,,,,,,2005,https://www.vgchartz.com/games/boxart/full_9832080AmericaFrontccc.jpg
636,Hot Shots Golf,hot-shots-golf,Sports,,PS,Sony Computer Entertainment,Camelot Software Planning,,,,2.79,0.29,0.2,2.13,0.18,1998,https://www.vgchartz.com/games/boxart/full_2372930AmericaFrontccc.jpg
637,Trine 2,trine-2,Platform,E10,PC,Frozenbyte,Frozenbyte,,,2.79,,,,,,2011,https://www.vgchartz.com/games/boxart/full_4863801AmericaFrontccc.jpg
638,Skylanders: Spyro's Adventure,skylanders-spyros-adventure,Action,E10,Wii,Activision,Toys for Bob,8,,,2.79,1.35,1.15,,0.3,2011,https://www.vgchartz.com/games/boxart/full_759100AmericaFrontccc.jpg
639,A Bug's Life,a-bugs-life,Platform,E,PS,Sony Computer Entertainment,Traveller's Tales,3.6,,,2.79,1.96,0.72,,0.11,1998,https://www.vgchartz.com/games/boxart/231144ccc.jpg
640,WWF SmackDown! Just Bring It,wwf-smackdown-just-bring-it,Fighting,T,PS2,THQ,Yuke's,,,,2.79,1.19,1.15,0.04,0.41,2001,https://www.vgchartz.com/games/boxart/3813512ccc.jpg
641,Mortal Kombat Trilogy,mortal-kombat-trilogy,Fighting,M,PS,Midway Games,Avalanche Software,,,,2.79,1.98,0.7,,0.11,1996,https://www.vgchartz.com/games/boxart/3844850ccc.jpg
642,NBA Street,nba-street,Sports,E,PS2,EA Sports BIG,NuFX,,,,2.79,2.19,0.22,,0.38,2001,https://www.vgchartz.com/games/boxart/630970ccc.jpg
643,Jak II,jak-ii,Platform,T,PS2,Sony Computer Entertainment,Naughty Dog,,,,2.78,1.68,0.74,,0.36,2003,https://www.vgchartz.com/games/boxart/full_8152384AmericaFrontccc.jpg
644,Ratchet & Clank: Going Commando,ratchet-amp-clank-going-commando,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,8.7,,,2.78,1.44,0.83,0.26,0.25,2003,https://www.vgchartz.com/games/boxart/6496030ccc.jpg
645,The Sims,the-sims,Simulation,T,PS2,Electronic Arts,Edge of Reality,,,,2.77,1.41,1.12,,0.24,2003,https://www.vgchartz.com/games/boxart/6671635ccc.jpg
646,Star Wars: The Force Unleashed,star-wars-the-force-unleashed,Action,T,X360,LucasArts,LucasArts,7.1,,,2.77,1.74,0.78,,0.26,2008,https://www.vgchartz.com/games/boxart/full_4649505AmericaFrontccc.jpg
647,Saints Row: The Third,saints-row-the-third,Action,M,X360,THQ,Volition Inc.,8.3,,,2.77,1.26,1.14,0.07,0.3,2011,https://www.vgchartz.com/games/boxart/full_saints-row-the-third_291AmericaFront.jpg
648,Missile Command,missile-command,Shooter,,2600,Atari,Atari,,,,2.76,2.56,0.17,,0.03,1981,https://www.vgchartz.com/games/boxart/8855822ccc.jpg
649,Battlefield 3,battlefield-3,Shooter,M,PC,Electronic Arts,Dice,8.9,,,2.76,0.89,1.44,,0.43,2011,https://www.vgchartz.com/games/boxart/full_battlefield-3_332AmericaFront.jpg
650,The Binding of Isaac: Rebirth,the-binding-of-isaac-rebirth,Action,,PC,Nicalis,Nicalis,,,2.76,,,,,,2014,https://www.vgchartz.com/games/boxart/full_8274221AmericaFrontccc.jpg
651,Resident Evil,resident-evil,Action,M,PS,Capcom,Capcom,8.6,,2.75,,,,,,1996,https://www.vgchartz.com/games/boxart/full_500413AmericaFrontccc.jpg
652,Need for Speed: Most Wanted (2012),need-for-speed-most-wanted-2012,Racing,E10,PS3,Electronic Arts,Criterion Games,,,,2.74,0.71,1.52,0.06,0.45,2012,https://www.vgchartz.com/games/boxart/full_7001861AmericaFrontccc.jpg
653,Tetris DS,tetris-ds,Puzzle,E,DS,Nintendo,Nintendo,8.5,,2.74,,,,,,2006,https://www.vgchartz.com/games/boxart/1410269ccc.jpg
654,L.A. Noire,la-noire,Adventure,M,X360,Rockstar Games,Team Bondi,9.1,,,2.73,1.55,0.92,0.02,0.24,2011,https://www.vgchartz.com/games/boxart/full_la-noire_47AmericaFront.jpg
655,Metroid,metroid,Adventure,,NES,Nintendo,Nintendo R&D1,,,2.73,,,,,,1987,https://www.vgchartz.com/games/boxart/8015695ccc.jpg
656,Far Cry: Primal,far-cry-primal,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,7.2,,,2.73,0.63,1.61,0.07,0.41,2016,https://www.vgchartz.com/games/boxart/full_7928945AmericaFrontccc.jpg
657,"Pokemon: Let's Go, Eevee!"," eevee""",Role-Playing,E,NS,Nintendo,Game Freak,8.3,,,2.73,1.22,0.8,0.51,0.2,2018,https://www.vgchartz.com/games/boxart/full_6673831AmericaFrontccc.jpg
658,Overwatch,overwatch,Shooter,T,XOne,Blizzard Entertainment,Blizzard Entertainment,8.7,,,2.72,1.63,0.84,,0.25,2016,https://www.vgchartz.com/games/boxart/full_9999663AmericaFrontccc.jpg
659,Need for Speed (2015),need-for-speed-2015,Racing,T,PS4,Electronic Arts,Ghost Games,7,,,2.72,0.59,1.66,0.06,0.41,2015,https://www.vgchartz.com/games/boxart/full_3739493AmericaFrontccc.jpg
660,Madden NFL 13,madden-nfl-13,Sports,E,PS3,EA Sports,EA Tiburon,8.3,,,2.71,2.12,0.24,,0.36,2012,https://www.vgchartz.com/games/boxart/full_2959402AmericaFrontccc.jpg
661,Skate 3,skate-3,Sports,T,X360,EA Sports,EA Black Box,8.3,,,2.71,1.47,0.99,,0.25,2010,https://www.vgchartz.com/games/boxart/full_3220973AmericaFrontccc.jpg
662,Tom Clancy's Rainbow Six: Siege,tom-clancys-rainbow-six-siege,Shooter,M,XOne,Ubisoft,Ubisoft Montreal,,,,2.71,1.62,0.84,,0.25,2015,https://www.vgchartz.com/games/boxart/full_240599AmericaFrontccc.jpg
663,Divinity: Original Sin,divinity-original-sin,Misc,,PC,Focus Home Interactive,Unknown,,,2.71,,,,,,2015,https://www.vgchartz.com/games/boxart/full_7587303AmericaFrontccc.jpg
664,Madden NFL 12,madden-nfl-12,Sports,E,X360,EA Sports,EA Tiburon,7.8,,,2.7,2.43,0.11,,0.16,2011,https://www.vgchartz.com/games/boxart/full_madden-nfl-12_403AmericaFront.jpg
665,1602 A.D.,1602-ad,Simulation,,PC,Sunflowers,Max Design,,,2.7,,,,,,2000,https://www.vgchartz.com/games/boxart/full_9403126AmericaFrontccc.jpg
666,Mario Party,mario-party,Misc,E,N64,Nintendo,Hudson Soft,7.6,,2.7,,,,,,1999,https://www.vgchartz.com/games/boxart/2276753ccc.jpg
667,World of Warcraft: Mists of Pandaria,world-of-warcraft-mists-of-pandaria,MMO,T,PC,Blizzard Entertainment,Blizzard Entertainment,,,2.7,,,,,,2012,https://www.vgchartz.com/games/boxart/full_9606792AmericaFrontccc.jpg
668,Call of Duty 3,call-of-duty-3,Shooter,T,X360,Activision,Treyarch,8,8.4,,2.7,1.49,0.92,0.02,0.27,2006,https://www.vgchartz.com/games/boxart/full_5803786AmericaFrontccc.jpg
669,LEGO Star Wars II: The Original Trilogy,lego-star-wars-ii-the-original-trilogy,Action,E10,PS2,LucasArts,Traveller's Tales,8.4,,,2.69,1.85,0.64,0.01,0.19,2006,https://www.vgchartz.com/games/boxart/full_4362003AmericaFrontccc.jpg
670,Madden NFL 11,madden-nfl-11,Sports,E,X360,EA Sports,EA Tiburon,8.3,,,2.69,2.38,0.12,,0.19,2010,https://www.vgchartz.com/games/boxart/full_madden-nfl-11_8AmericaFront.jpg
671,Burnout 3: Takedown,burnout-3-takedown,Racing,T,PS2,Electronic Arts,Criterion Games,9.3,,,2.68,1.23,1.11,,0.34,2004,https://www.vgchartz.com/games/boxart/987702ccc.jpg
672,Mario Party: Island Tour,mario-party-island-tour,Party,E,3DS,Nintendo,"Nd Cube Co., Ltd.",5.5,,2.68,,,,,,2013,https://www.vgchartz.com/games/boxart/full_851795PALFrontccc.jpg
673,Mortal Kombat,mortal-kombat,Fighting,,GEN,Arena Entertainment,Probe Entertainment Limited,,,,2.67,1.95,0.63,,0.09,1993,https://www.vgchartz.com/games/boxart/594667ccc.jpg
